"","date","mean_Temp","mean_Precipi","mean_Wind","mean_Snow","median_Temp","median_Precipi","median_Wind","median_Snow","max_Temp","max_Precipi","max_Wind","max_Snow"
"216","20170804",30.2208333333333,NA,1.9375,NA,29.95,NA,1.9,NA,35,NA,4.1,NA
"217","20170805",31.3333333333333,0,1.79583333333333,NA,31.6,0,1.6,NA,34.5,NA,4.1,NA
"218","20170806",30.0083333333333,1.66666666666667,1.77083333333333,NA,29.6,0,1.8,NA,33.5,NA,2.8,NA
"219","20170807",29.2041666666667,NA,2.45833333333333,NA,28.05,NA,2.3,NA,34,NA,4.5,NA
"220","20170808",28.1291666666667,NA,1.92916666666667,NA,27.9,NA,1.55,NA,30.8,NA,4.2,NA
"221","20170809",27.9416666666667,0.1,2.34166666666667,NA,27.45,0,2.45,NA,31.9,NA,3.9,NA
"222","20170810",24.8416666666667,0.3125,2.07083333333333,NA,24.65,0,2,NA,26,2,3.4,NA
"223","20170811",26.8916666666667,0.125,2.42916666666667,NA,26.6,0,2.35,NA,32.2,NA,3.7,NA
"224","20170812",27.6666666666667,NA,2.07083333333333,NA,27.85,NA,2.15,NA,32.2,NA,2.8,NA
"225","20170813",26.3958333333333,0,2.71666666666667,NA,26.3,0,2.7,NA,28.4,NA,4.6,NA
"226","20170814",24.6291666666667,0.107142857142857,3.775,NA,24.3,0,3.75,NA,26.9,NA,5.3,NA
"227","20170815",22.125,4.06521739130435,3.60416666666667,NA,21.95,2,3.7,NA,24,NA,4.7,NA
"228","20170816",23.1333333333333,0.2,3.725,NA,23.2,0,3.65,NA,26.6,NA,4.9,NA
"229","20170817",24.4875,0.0833333333333333,2.09166666666667,NA,25.2,0,2.35,NA,27.5,NA,3.9,NA
"230","20170818",26.3041666666667,0,1.29166666666667,NA,25.3,0,1.35,NA,30.5,NA,3.2,NA
"231","20170819",25.9875,0,2.01666666666667,NA,26.3,0,2.1,NA,28.7,NA,3,NA
"232","20170820",23.3125,5.14583333333333,2.85833333333333,NA,23.6,3,3.25,NA,25.8,21,4.1,NA
"233","20170821",25.6916666666667,0.75,2.37916666666667,NA,25.7,0.65,2.15,NA,29,NA,5.3,NA
"234","20170822",27.1083333333333,NA,2.01666666666667,NA,26.8,NA,2.2,NA,31.3,NA,3.3,NA
"235","20170823",26.9291666666667,2.25,2.675,NA,27.2,0.5,1.7,NA,30.2,NA,5.9,NA
"236","20170824",26.7083333333333,0.875,3.96666666666667,NA,27,0.25,4.1,NA,28,NA,7.4,NA
"237","20170825",25.4916666666667,NA,1.7625,NA,24.25,NA,1.35,NA,30.2,NA,4.3,NA
"238","20170826",24.1791666666667,NA,1.96666666666667,NA,23.9,NA,1.95,NA,28.9,NA,4.1,NA
"239","20170827",22.5958333333333,0,1.45416666666667,NA,22.65,0,1.45,NA,26.5,NA,2.4,NA
"240","20170828",21.9208333333333,1.28571428571429,1.5375,NA,21.3,0.3,1.3,NA,26.4,NA,4.4,NA
"241","20170829",19.6291666666667,NA,3.37083333333333,NA,18.8,NA,3.3,NA,23.7,NA,5.3,NA
"242","20170830",19.5375,NA,1.52916666666667,NA,20.15,NA,1.2,NA,23.4,NA,3.5,NA
"243","20170831",22.0375,NA,1.5625,NA,22.1,NA,1.3,NA,27.3,NA,4,NA
"244","20170901",23.1708333333333,NA,2.1375,NA,22.95,NA,2.05,NA,29.4,NA,3.9,NA
"245","20170902",23.6375,NA,1.86666666666667,NA,23.4,NA,1.9,NA,29.2,NA,3.5,NA
"246","20170903",23.8125,NA,1.64583333333333,NA,23.65,NA,1.75,NA,28.9,NA,2.8,NA
"247","20170904",24.4708333333333,NA,1.6,NA,24.15,NA,1.6,NA,30.1,NA,3,NA
"248","20170905",22.0833333333333,0,1.85,NA,22.1,0,1.8,NA,23.7,NA,3.2,NA
"249","20170906",20.825,0.166666666666667,1.15833333333333,NA,20.3,0,1,NA,23.9,NA,2.5,NA
"250","20170907",22.0208333333333,NA,1.53333333333333,NA,22.3,NA,1.55,NA,27.2,NA,3.2,NA
"251","20170908",24.2208333333333,NA,1.65833333333333,NA,23.2,NA,1.7,NA,29.6,NA,3.5,NA
"252","20170909",23.8291666666667,NA,1.37916666666667,NA,23.25,NA,1.35,NA,28.2,NA,3.1,NA
"253","20170910",22.9416666666667,0.025,1.30416666666667,NA,23.1,0,1.4,NA,26,NA,2,NA
"254","20170911",21.3083333333333,2.03333333333333,1.78333333333333,NA,21.4,0.5,1.7,NA,24.5,NA,3.9,NA
"255","20170912",22.1291666666667,NA,1.8375,NA,21.55,NA,1.6,NA,27.2,NA,4.7,NA
"256","20170913",21.3583333333333,NA,1.80416666666667,NA,20.8,NA,1.85,NA,26.8,NA,3.7,NA
"257","20170914",22.0458333333333,NA,1.62083333333333,NA,22.3,NA,1.55,NA,29.2,NA,3,NA
"258","20170915",22.6458333333333,NA,3.44583333333333,NA,22.35,NA,3.4,NA,27.6,NA,5.6,NA
"259","20170916",21.9375,NA,3.70416666666667,NA,21.55,NA,3.75,NA,27.2,NA,4.6,NA
"260","20170917",23.0666666666667,NA,2.82083333333333,NA,22,NA,2.9,NA,29.2,NA,4,NA
"261","20170918",21.725,NA,1.97916666666667,NA,21.45,NA,1.75,NA,27.4,NA,3.6,NA
"262","20170919",22.6833333333333,4,3.1375,NA,22.75,4,2.75,NA,25.6,NA,6.2,NA
"263","20170920",19.6041666666667,NA,2.38333333333333,NA,19.7,NA,2.5,NA,24.8,NA,4.2,NA
"264","20170921",20.2708333333333,NA,1.54166666666667,NA,19.85,NA,1.55,NA,26.8,NA,2.3,NA
"265","20170922",20.5166666666667,NA,2.14166666666667,NA,20,NA,2,NA,26.7,NA,3.8,NA
"266","20170923",21.7125,0,1.62916666666667,NA,21.25,0,1.5,NA,27,NA,3.3,NA
"267","20170924",22.375,0,1.90416666666667,NA,21.8,0,1.85,NA,27.7,NA,3.9,NA
"268","20170925",23.2541666666667,NA,1.26666666666667,NA,23.25,NA,1.2,NA,29.8,NA,2.3,NA
"269","20170926",24.504347826087,0,1.83809523809524,NA,24.9,0,1.9,NA,NA,NA,NA,NA
"270","20170927",23.125,0.0416666666666667,1.89166666666667,NA,22.95,0,1.95,NA,27.1,NA,4.2,NA
"271","20170928",19.7708333333333,NA,2.8,NA,19.15,NA,2.85,NA,24.9,NA,5.3,NA
"272","20170929",17.1041666666667,NA,2.10416666666667,NA,17.45,NA,2.1,NA,23,NA,4.2,NA
"273","20170930",19.8583333333333,NA,1.46666666666667,NA,20,NA,1.4,NA,25.7,NA,3.6,NA
"274","20171001",18.2125,0.272727272727273,2.2625,NA,18.15,0,1.85,NA,21.1,NA,3.9,NA
"275","20171002",21.7,0.5,2.42083333333333,NA,21.45,0.5,2.3,NA,29,NA,4.8,NA
"276","20171003",17.9541666666667,NA,2.4,NA,17.45,NA,2.4,NA,23.2,NA,4.5,NA
"277","20171004",16.6708333333333,NA,1.69583333333333,NA,16.45,NA,1.6,NA,24.2,NA,4.4,NA
"278","20171005",18.4041666666667,NA,2.1625,NA,19.2,NA,2.15,NA,23.3,NA,3.2,NA
"279","20171006",18.8666666666667,0.1,2.35,NA,18.45,0,2.45,NA,23.1,NA,3.7,NA
"280","20171007",21.3708333333333,0.025,1.1875,NA,21.65,0,1.2,NA,28.3,NA,2.6,NA
"281","20171008",23.0083333333333,NA,1.51666666666667,NA,22,NA,1.35,NA,28.3,NA,3,NA
"282","20171009",22.5791666666667,0,1.44583333333333,NA,21.3,0,1.45,NA,26.7,NA,2.5,NA
"283","20171010",21.2916666666667,0.02,1.13333333333333,NA,21.75,0,0.95,NA,24.6,NA,3.2,NA
"284","20171011",16.2833333333333,1.69166666666667,3.05,NA,16.15,1,3.1,NA,21.7,NA,4.4,NA
"285","20171012",11.5904761904762,NA,2.07619047619048,NA,11.6,NA,1.8,NA,NA,NA,NA,NA
"286","20171013",12.3916666666667,NA,3.0125,NA,13.9,NA,3,NA,18.7,NA,6.6,NA
"287","20171014",14.4166666666667,NA,1.72222222222222,NA,14.4,NA,1.7,NA,20,NA,NA,NA
"288","20171015",15.5583333333333,NA,1.77083333333333,NA,15.65,NA,1.9,NA,23,NA,3.6,NA
"289","20171016",16.7416666666667,NA,1.81666666666667,NA,15.45,NA,1.65,NA,21.8,NA,3.5,NA
"290","20171017",16.1833333333333,NA,1.39166666666667,NA,15.65,NA,1.45,NA,23.8,NA,2.7,NA
"291","20171018",16.3666666666667,0.0111111111111111,2.425,NA,16,0,2.5,NA,18.9,NA,3.1,NA
"292","20171019",16.9958333333333,0,1.94583333333333,NA,16.35,0,1.95,NA,22.2,NA,3.1,NA
"293","20171020",16.975,NA,1.47083333333333,NA,16.25,NA,1.3,NA,24,NA,3.4,NA
"294","20171021",17.5083333333333,NA,1.27916666666667,NA,17.15,NA,1.05,NA,24.9,NA,2.9,NA
"295","20171022",16.3333333333333,NA,3.22916666666667,NA,15.3,NA,3.15,NA,23.1,NA,6.9,NA
"296","20171023",13.8291666666667,NA,1.375,NA,13.05,NA,1.4,NA,20.1,NA,3.3,NA
"297","20171024",14.3041666666667,NA,1.90416666666667,NA,14.05,NA,1.9,NA,20.3,NA,2.9,NA
"298","20171025",14.4625,NA,1.4875,NA,13.85,NA,1.25,NA,20.2,NA,2.9,NA
"299","20171026",14.2583333333333,NA,1.275,NA,14.6,NA,1.25,NA,18,NA,2.5,NA
"300","20171027",17.0541666666667,NA,1.30833333333333,NA,15.7,NA,1.2,NA,24.2,NA,2.6,NA
"301","20171028",17.0541666666667,NA,1.98333333333333,NA,17.45,NA,1.9,NA,24.7,NA,4.6,NA
"302","20171029",12.2583333333333,NA,3.1625,NA,12.5,NA,3,NA,16.5,NA,6.5,NA
"303","20171030",7.6875,NA,2.3875,NA,7.5,NA,2.35,NA,12.8,NA,4.6,NA
"304","20171031",9.92916666666667,NA,1.77083333333333,NA,12.1,NA,1.65,NA,15.2,NA,3.7,NA
"305","20171101",14.2166666666667,NA,2.10416666666667,NA,14.65,NA,2.1,NA,18,NA,3.4,NA
"306","20171102",15.3875,0.5,1.72916666666667,NA,15.1,0.5,1.75,NA,17.8,NA,3.4,NA
"307","20171103",12.9875,0.75,3.13478260869565,NA,14.45,0.75,3.2,NA,16.6,NA,NA,NA
"308","20171104",7.90833333333333,NA,2.6125,NA,6.7,NA,2.8,NA,13.6,NA,3.8,NA
"309","20171105",8.12083333333333,NA,1.4375,NA,8.35,NA,1.3,NA,15.1,NA,2.4,NA
"310","20171106",11.2875,NA,1.60833333333333,NA,10.75,NA,1.5,NA,16.3,NA,2.9,NA
"311","20171107",13.6958333333333,NA,1.48333333333333,NA,13.95,NA,1.4,NA,18.3,NA,3,NA
"312","20171108",13.875,0,2.825,NA,14.45,0,2.7,NA,17.1,NA,4.8,NA
"313","20171109",9.31666666666667,NA,1.22083333333333,NA,9.05,NA,1.2,NA,16.7,NA,2.2,NA
"314","20171110",9.99166666666667,3.75,2.87916666666667,NA,8.7,3.75,3.05,NA,15.9,NA,5.7,NA
"315","20171111",6.10833333333333,NA,2.30833333333333,NA,5.35,NA,2.3,NA,10.4,NA,3.4,NA
"316","20171112",5.39166666666667,NA,1.34583333333333,NA,5.35,NA,1.15,NA,11.1,NA,2.3,NA
"317","20171113",7.85,0,1.8375,NA,9.05,0,1.9,NA,11.8,NA,3.3,NA
"318","20171114",8.0125,4.5,2.59583333333333,NA,8.1,4.5,2.3,NA,11.1,NA,5.2,NA
"319","20171115",3.40416666666667,NA,2.95416666666667,NA,3.15,NA,2.95,NA,6.4,NA,5.4,NA
"320","20171116",0.9875,NA,1.42916666666667,NA,1,NA,1.3,NA,6.1,NA,2.8,NA
"321","20171117",2.8375,0,2.20416666666667,NA,3.65,0,2.1,NA,5.8,NA,3.6,NA
"322","20171118",-1.44166666666667,0,3.41666666666667,NA,-1.6,0,3.5,NA,2.6,NA,4.9,NA
"323","20171119",-1.86666666666667,NA,2.3,NA,-0.55,NA,2.25,NA,3.3,NA,4.7,NA
"324","20171120",-0.358333333333333,0,1.43333333333333,NA,-0.9,0,1.35,NA,3.8,NA,2.7,NA
"325","20171121",1.04583333333333,NA,1.43333333333333,NA,1.15,NA,1.35,NA,7.8,NA,2.7,NA
"326","20171122",4.475,0.5,2.34583333333333,NA,3,0.5,2.2,NA,10.8,NA,4.2,NA
"327","20171123",1.10416666666667,0,2.18333333333333,0.1,0.95,0,1.85,0.1,4.5,NA,4.8,NA
"328","20171124",-0.145833333333333,0.6,1.7125,1.3,-0.35,0.6,1.3,1.4,2.6,NA,3.7,NA
"329","20171125",2.2375,4,1.825,NA,3.25,1,1.7,NA,7.3,NA,3.7,NA
"330","20171126",4.00833333333333,NA,1.8875,NA,3.5,NA,1.7,NA,7.2,NA,5.3,NA
"331","20171127",2.25416666666667,NA,1.3125,NA,2.15,NA,1.4,NA,9.2,NA,2.4,NA
"332","20171128",5.9625,NA,1.08333333333333,NA,7.3,NA,1.05,NA,10.8,NA,2,NA
"333","20171129",3.96666666666667,0.25,2.71666666666667,NA,4.3,0.25,2.75,NA,8.1,NA,5.4,NA
"334","20171130",-2.1375,NA,3.44166666666667,NA,-2.35,NA,3.35,NA,2,NA,5.1,NA
"335","20171201",-2.45416666666667,0,1.5375,NA,-1.1,0,1.4,NA,3,NA,4.2,NA
"336","20171202",1.325,NA,1.7125,NA,2.7,NA,1.6,NA,7.6,NA,2.6,NA
"337","20171203",4.875,1.33333333333333,1.6125,NA,4.35,1,1.6,NA,8,NA,2.5,NA
"338","20171204",-0.304166666666667,0.05,3.45,NA,-0.25,0.05,3.6,NA,4.4,NA,5.8,NA
"339","20171205",-4.45833333333333,NA,2.41818181818182,NA,-3.8,NA,2.6,NA,-0.5,NA,NA,NA
"340","20171206",0.0458333333333333,0.325,1.28461538461538,0.505882352941176,1.15,0.25,1,0.4,5.5,NA,NA,NA
"341","20171207",1.09166666666667,0,1.69166666666667,0.8,1.4,0,1.85,0.9,4.4,NA,3.1,NA
"342","20171208",-3.825,NA,1.85,NA,-3.5,NA,1.55,NA,-0.8,NA,3.5,NA
"343","20171209",-0.845833333333333,NA,1.07916666666667,NA,-0.3,NA,0.9,NA,5.2,NA,2.2,NA
"344","20171210",1.19166666666667,0.82,2.00416666666667,2.5,0.35,0,1.1,2.7,6.7,NA,4.7,NA
"345","20171211",-6.26666666666667,0,3.60833333333333,NA,-5.75,0,3.7,NA,-2.5,NA,5.1,NA
"346","20171212",-9.46666666666667,NA,2.03333333333333,NA,-9.35,NA,2.15,NA,-5.4,NA,3.3,NA
"347","20171213",-8.61666666666667,NA,1.7875,NA,-9.05,NA,1.65,NA,-4.5,NA,3.4,NA
"348","20171214",-6.87083333333333,NA,0.8875,NA,-5.85,NA,0.9,NA,-2.4,NA,1.3,NA
"349","20171215",-3.27916666666667,0,0.983333333333333,NA,-2.7,0,0.8,NA,0.9,NA,2.7,NA
"350","20171216",-5.2875,NA,2.95416666666667,NA,-5.25,NA,2.85,NA,-2.6,NA,5,NA
"351","20171217",-7.0125,NA,1.90416666666667,NA,-7.05,NA,1.95,NA,-2.5,NA,3.2,NA
"352","20171218",-1.97083333333333,0.68,1.18333333333333,2.71363636363636,-2.35,0.4,0.95,2.7,3.3,NA,3.2,NA
"353","20171219",-3.53333333333333,NA,2.17083333333333,2.31666666666667,-3.65,NA,2.1,2.4,-1,NA,3.7,2.6
"354","20171220",-4.29166666666667,0.1,1.1125,2.0125,-3.7,0.1,1.1,2,-0.2,NA,1.8,2.4
"355","20171221",-0.845833333333333,NA,1.21666666666667,1.62083333333333,-1.2,NA,1.25,1.95,4.4,NA,2.3,2.2
"356","20171222",2.75833333333333,NA,1,0.7,3.8,NA,0.8,0.7,6.5,NA,2.7,NA
"357","20171223",6.12916666666667,NA,1.15833333333333,NA,5.65,NA,1.1,NA,8.6,NA,1.9,NA
"358","20171224",3.45833333333333,4,1.825,NA,4.35,3.5,1.2,NA,5.6,NA,4.4,NA
"359","20171225",-2.09166666666667,NA,2.7,NA,-1.75,NA,2.55,NA,0.4,NA,4.3,NA
"360","20171226",-3.26666666666667,NA,2.8625,NA,-2.65,NA,3.1,NA,-1.3,NA,5,NA
"361","20171227",-6.99583333333333,NA,1.95416666666667,NA,-6.6,NA,2.1,NA,-3.1,NA,3.7,NA
"362","20171228",-2.57916666666667,NA,1.35416666666667,NA,-1.45,NA,1.3,NA,0.8,NA,2.5,NA
"363","20171229",2.19583333333333,0,1.175,NA,1.1,0,0.9,NA,5.7,NA,3.5,NA
"364","20171230",1.3125,0.25,0.9375,NA,1.6,0.25,0.85,NA,4.3,NA,1.9,NA
"365","20171231",0.0875,0.4,2.32083333333333,1.02142857142857,0.15,0.2,2.15,1.2,3.1,NA,4.5,NA
"366","20180101",-1.28333333333333,NA,1.45416666666667,NA,-1.45,NA,1.1,NA,3.7,NA,3.3,NA
"367","20180102",-1.49166666666667,NA,1.76666666666667,NA,-2,NA,1.95,NA,1.7,NA,4.4,NA
"368","20180103",-4.47916666666667,NA,2.125,NA,-4.75,NA,2.2,NA,-0.4,NA,3.2,NA
"369","20180104",-4.8,NA,1.375,NA,-4.2,NA,1.4,NA,-0.8,NA,2.3,NA
"370","20180105",-2.9125,NA,1.65833333333333,NA,-3.55,NA,1.5,NA,1.5,NA,3.3,NA
"371","20180106",-2.75416666666667,NA,1.47916666666667,NA,-2.9,NA,1.4,NA,2.7,NA,2.4,NA
"372","20180107",-1.20833333333333,NA,0.8125,NA,0.8,NA,0.7,NA,2.7,NA,1.8,NA
"373","20180108",1.42083333333333,0.3,1.75,0.9,0.9,0,1.25,1,3.9,NA,6.7,NA
"374","20180109",-3.87083333333333,0,2.975,0.675,-4.05,0,3.2,0.75,-1.2,NA,5,NA
"375","20180110",-7.03333333333333,0.4,2.93333333333333,0.6,-6.75,0.4,2.85,0.7,-5.1,NA,5.3,NA
"376","20180111",-10.7666666666667,NA,2.6375,NA,-11,NA,2.65,NA,-7.4,NA,3.8,NA
"377","20180112",-10.6958333333333,NA,1.76666666666667,NA,-10.4,NA,1.7,NA,-5.8,NA,3,NA
"378","20180113",-4.55833333333333,0.08,0.845833333333333,0.44,-4.6,0,0.8,0.4,-1.2,NA,1.6,NA
"379","20180114",0.0208333333333333,NA,1.0625,NA,0.35,NA,1.05,NA,5.3,NA,1.8,NA
"380","20180115",4.70833333333333,0.1,1.47916666666667,NA,4.4,0.1,1.45,NA,7.5,NA,3,NA
"381","20180116",3.27916666666667,0,0.758333333333333,NA,3.9,0,0.75,NA,6.5,NA,1.4,NA
"382","20180117",4.55,NA,1.22916666666667,NA,3.4,NA,0.95,NA,8.5,NA,3.3,NA
"383","20180118",2.31666666666667,0,1.875,NA,2.35,0,2,NA,4.4,NA,3.2,NA
"384","20180119",1.05416666666667,NA,1.65416666666667,NA,0.15,NA,1.55,NA,5.4,NA,3.6,NA
"385","20180120",2.2625,NA,1.56666666666667,NA,1.8,NA,1.45,NA,6.6,NA,3.2,NA
"386","20180121",0.391666666666667,NA,1.13333333333333,NA,-0.3,NA,1.05,NA,5.4,NA,2.2,NA
"387","20180122",0.441666666666667,1.1,1.40833333333333,0.885714285714286,0,0,0.9,1,3.9,NA,3.9,NA
"388","20180123",-10.9166666666667,NA,3.675,0.970833333333333,-11.4,NA,3.75,1,-5.3,NA,4.5,1
"389","20180124",-14.0833333333333,NA,3.39583333333333,0.820833333333333,-14.65,NA,3.45,0.9,-10.8,NA,6,0.9
"390","20180125",-14.0041666666667,NA,2.87083333333333,0.591666666666667,-14.75,NA,2.75,0.6,-9.6,NA,4,0.7
"391","20180126",-14.7375,NA,2.51666666666667,0.429166666666667,-14.85,NA,2.5,0.5,-10.8,NA,3.8,0.5
"392","20180127",-10.4291666666667,NA,1.53333333333333,0.293333333333333,-8.75,NA,1.25,0.3,-3.7,NA,3,NA
"393","20180128",-6.03333333333333,NA,2.625,NA,-7.4,NA,2.45,NA,-1.5,NA,5.2,NA
"394","20180129",-8.525,NA,2.72083333333333,NA,-9.05,NA,2.9,NA,-5.2,NA,4.6,NA
"395","20180130",-5.9125,0.966666666666667,1.25416666666667,2.77142857142857,-3.85,1.4,1.15,3.3,-1.1,NA,2.7,NA
"396","20180131",-2.1875,0,1.7125,2.7,-2.2,0,1.6,3,-0.1,NA,3.1,3.5
"397","20180201",-3.86666666666667,NA,1.60833333333333,1.44666666666667,-4.2,NA,1.55,1.6,1.1,NA,3.2,NA
"398","20180202",-2.64583333333333,NA,1.64166666666667,NA,-2.5,NA,1.5,NA,3.6,NA,3,NA
"399","20180203",-6.61666666666667,0.25,3.79583333333333,0.244444444444444,-6.45,0.25,4,0.3,-2.3,NA,4.8,NA
"400","20180204",-9.52083333333333,NA,3.0625,NA,-10,NA,3.25,NA,-5.4,NA,4.9,NA
"401","20180205",-9.4,NA,3.06666666666667,NA,-10.05,NA,3.45,NA,-5.4,NA,4.7,NA
"402","20180206",-10.0083333333333,NA,3.17916666666667,NA,-10.75,NA,3.25,NA,-5.9,NA,4.4,NA
"403","20180207",-8.325,NA,1.61666666666667,NA,-7.3,NA,1.6,NA,-1.7,NA,3.3,NA
"404","20180208",-4.5875,NA,1.2,NA,-4.1,NA,1.15,NA,2,NA,2.4,NA
"405","20180209",-0.0541666666666667,NA,1.09583333333333,NA,0.7,NA,0.9,NA,6,NA,3,NA
"406","20180210",0.120833333333333,NA,3.06666666666667,NA,1.6,NA,2.85,NA,2.9,NA,5.8,NA
"407","20180211",-5.9875,0,2.7,NA,-6.35,0,2.7,NA,-2.2,NA,4.4,NA
"408","20180212",-5.9875,0,2.775,NA,-5.5,0,2.75,NA,-2.1,NA,4.5,NA
"409","20180213",-1.33333333333333,0,2.64166666666667,NA,0.35,0,3.1,NA,3.9,NA,5.3,NA
"410","20180214",3.59583333333333,NA,2.42916666666667,NA,2.45,NA,2.55,NA,8.7,NA,4.1,NA
"411","20180215",-0.45,NA,2.38333333333333,NA,-1.1,NA,2.45,NA,3.8,NA,4.3,NA
"412","20180216",-1.0875,NA,2.09166666666667,NA,-0.95,NA,1.85,NA,4.2,NA,4.2,NA
"413","20180217",-2.89166666666667,NA,2.72083333333333,NA,-2.75,NA,2.5,NA,1.3,NA,4.6,NA
"414","20180218",-0.679166666666667,NA,1.2875,NA,-0.5,NA,1.15,NA,5.1,NA,3,NA
"415","20180219",1.72916666666667,NA,1.5,NA,1.4,NA,1.55,NA,6.3,NA,3,NA
"416","20180220",1.09583333333333,NA,2.45416666666667,NA,0.8,NA,2.6,NA,5.4,NA,3.9,NA
"417","20180221",-0.916666666666667,NA,2.3375,NA,-1.7,NA,2.2,NA,4.2,NA,3.9,NA
"418","20180222",0.991666666666667,NA,2.07083333333333,NA,2.8,NA,2,NA,5,NA,4.4,NA
"419","20180223",3.95,2.05,1.91666666666667,3.19285714285714,4.55,2.05,2.05,3.75,8.3,NA,5,NA
"420","20180224",2.7625,NA,2.3125,NA,2.45,NA,2.6,NA,6.9,NA,3.8,NA
"421","20180225",1.91666666666667,NA,1.79583333333333,NA,0.1,NA,1.8,NA,7.6,NA,3.2,NA
"422","20180226",2.725,NA,1.36666666666667,NA,2.75,NA,1.1,NA,10.3,NA,3.1,NA
"423","20180227",4.00833333333333,NA,0.9,NA,5.05,NA,0.8,NA,6.9,NA,1.8,NA
"424","20180228",4.85,7.66666666666667,2.10416666666667,NA,5.2,9,2.05,NA,7.6,NA,3.7,NA
"425","20180301",0.45,0.625,3.55416666666667,NA,1.3,0.25,3.7,NA,3,NA,6,NA
"426","20180302",-1.14583333333333,NA,1.64166666666667,NA,0.2,NA,1.6,NA,5.2,NA,3.1,NA
"427","20180303",7.17916666666667,NA,1.59583333333333,NA,8.75,NA,1.6,NA,16,NA,3.7,NA
"428","20180304",9.83333333333333,0.357142857142857,1.22916666666667,NA,9.7,0.1,1.15,NA,11.8,NA,2.9,NA
"429","20180305",6.0375,2.5,1.91666666666667,NA,5.75,1.5,1.95,NA,11,NA,2.6,NA
